Id,Price
725,162553.43380607103
15856,215870.87713318138
5480,141557.89371525226
15664,369944.69535416755
14275,144482.66699362986
7633,201048.13460595458
13329,169519.96212845427
5502,213911.66238639585
4220,293558.0689935372
11538,175356.18460400164
15975,262897.0997354141
3310,216290.31907322444
9286,143671.41212239713
11260,189521.6715758283
5214,107564.86849976658
11307,186546.76052914807
13543,409934.80833643506
615,166635.06362894818
3495,203502.97202593318
2321,237364.71256157657
12046,207776.9660685185
16688,139307.2072198921
12694,215914.50066087316
783,144251.9631860633
8968,166176.825073359
13454,175150.74175838399
12190,244059.98606870868
11160,93959.22038546058
10291,192056.5221193903
891,300467.01833874173
2982,188058.82467133837
3818,279875.63657366583
2449,194604.52663942616
8317,153577.90194596155
4922,182107.884277111
1257,237658.36216087747
9348,248192.80472764524
4176,180787.34347251584
10704,151830.60434729356
6624,116790.08981886605
5428,168737.56992832062
12749,178387.13521154746
8994,200860.92439842827
11513,132410.73254852506
3047,198399.54891900625
9519,151892.90835328994
12309,223872.1560340432
14081,251908.93705510272
8334,270026.7657465554
6343,174625.98302397007
14788,133146.2229071628
15748,558982.6575739552
153,242653.7980123175
14149,196113.42922452957
269,187458.0884558306
5452,122442.87513574533
721,155921.00810488558
5079,345748.12498283264
2831,122277.46721029913
10614,114893.92374440022
10131,265859.1758544424
9996,300007.19116050313
3061,190448.27324404326
11733,326942.2095596501
3726,282425.6388687282
10929,226397.9053359352
9011,393047.5142630714
16182,283872.6912133407
4976,170064.5936691425
9897,241135.24407832822
1872,163953.508889177
9205,358730.1289831516
5403,406272.73201426404
14074,203644.6130281645
6268,160948.74225709462
14232,153259.19116220766
8532,218371.6275270164
7034,310161.58492272435
6553,432496.99285480415
3133,169300.8300572972
8596,212983.3210502803
12389,247477.50541392202
14462,180862.89671735748
8860,330864.09820644045
8377,292105.8700822378
6367,346080.3698025776
6917,233109.57709212613
4216,211780.4431418449
5806,166880.11924069558
5438,175361.10023763118
6632,204674.33956041807
2650,139955.03443744645
5396,213463.07432260778
4044,146687.3116427488
1345,240338.28467897643
856,167727.36274120014
12791,263923.4163107703
12499,205627.85408723692
12249,132205.58605149342
14641,152504.77855828087
1919,162790.71163923774
7848,194134.78575824018
10749,175204.36569606746
15554,215952.32684264565
15834,193960.9471393216
1355,174100.89197753498
15451,198716.45271885174
12401,188680.48923562144
10290,176737.43911757384
9462,127448.99717943206
3103,242749.21795994448
3420,132891.74599051985
12262,243447.88033007833
5032,159943.89954732053
8949,282976.7369190408
15567,225428.9412950517
16389,152415.92574016558
7809,81570.63182629192
8990,157983.91713351823
16089,267037.3481564231
12743,109376.5468130564
5132,132139.2370416496
1619,258093.34950243525
2428,87451.26698452079
16741,167483.6974732508
13193,207539.115873486
12588,515015.6309502151
5067,163654.99713463444
14685,129926.68700688543
2292,183356.92619967085
5746,126886.56468286067
12578,155128.91709587385
14834,172283.97344399022
2147,169022.47684253159
8222,136648.6543233369
10419,253912.4684152217
11492,239151.69564820427
3006,223430.73325989666
8761,173505.82285507207
15371,385745.0969661972
16367,150384.95561681074
6317,266210.5753871349
10878,271891.7173102873
3895,163589.23120576772
8041,202135.5549464891
13428,445804.60183354653
14669,128502.4145617633
1006,160454.29182674526
12271,179310.1822790968
3764,397149.93712850014
7675,210740.32540773123
11709,272171.9040353949
8629,157058.11105256487
1105,403246.9007343404
6096,179379.16238890713
11727,192958.6917743781
5157,188488.7077097101
3679,132185.2591247816
1755,157046.42374306067
7391,192572.92070787752
7425,103814.15214445934
6882,407730.0585458786
10752,363337.5360535266
7472,223352.59991350994
14320,101423.79117178732
9596,168958.67708308224
5317,210721.37056754247
7378,77586.67564141793
16154,190909.24482903798
3464,199400.4595573933
4197,229916.0772384116
9477,120895.01035189716
12705,190049.57598501543
16426,205791.78932918733
1481,79173.63881555495
9946,239549.51211203303
12025,207355.35234862336
5341,242906.90565251972
9923,298469.1017340675
7953,224491.46081131283
11066,237932.53601727114
5037,183848.9400061863
2509,190127.6149124294
4937,325419.7889716131
12089,383680.1257960602
4964,180937.28126041536
16500,264700.4025549162
4625,133122.06279515006
2363,381587.9382316152
8148,212027.35498901116
3804,177248.51953751466
4584,161739.88602721298
10694,121734.16874867315
2691,160659.78072310868
2983,212590.71970512223
13563,361278.68430855323
10747,214103.69940267716
1721,200478.32790097274
2789,242642.1733851465
7214,259901.1267394492
8659,227211.65748171552
5107,327253.25040461356
3843,218218.06522448783
14610,392259.47955453995
15505,169311.132443152
5060,231925.3088693546
16055,266543.29766662256
14963,229169.86060559333
4118,148035.5063295298
1672,172222.67445718698
3209,184048.1299044339
16515,148206.447846397
973,170599.77901778428
12529,208268.98208627704
5896,119829.63593094621
5450,304601.8359103791
3249,186789.30869876494
8911,176440.5242967313
5898,216119.36417866065
1024,198010.4939842562
4766,207563.89577589632
15804,176644.82279776727
14303,237759.7021193519
10707,186444.69171407432
6605,209564.2257603755
1138,371340.8422845022
14088,397855.94602192997
9154,172758.1837035216
8190,194368.62832283287
398,287251.4301006477
13302,244364.64059691338
9696,155139.83519576048
16786,131298.94158271296
16230,205328.0834157539
6552,181362.4852619671
923,216689.00012598716
9602,318622.52603193215
5857,245224.487469543
8120,163759.67862338558
7134,184388.8434913333
11726,177172.89483357276
8069,121075.45937725359
12420,171918.9689733725
8604,188241.63490156585
4854,295402.8315486281
12212,186069.43662826272
12099,330244.7114844279
3882,472439.1556388411
6995,358537.9467220684
10172,224194.1538340855
11672,295632.4108728546
12897,261641.5198562483
16097,213011.90039214853
6779,255000.36517058616
11199,200065.6379336699
10816,286223.1365219911
143,419573.53094081866
5399,215257.9858756997
3286,145561.6848193329
13706,185786.9051042097
1935,405118.4439855297
16000,165844.58609734167
2860,207323.66389131948
11407,133852.62439107502
16378,251589.99840284968
12278,185622.6185110948
3842,178143.35555893226
2692,362309.55593653297
7699,190281.55729594632
6825,353458.1520466154
7268,311828.54216187954
1477,425600.08591847407
9887,173373.19599014104
9436,172880.4162934206
3179,240740.17233574108
1350,473763.13452781935
10643,214279.9924867216
5793,278196.49340228253
11494,461889.93722566456
4206,194660.30691987215
12419,233017.57173528403
8530,237749.09737021063
5985,153613.70220235374
8908,195360.43917007672
256,133008.0723950021
7234,179314.96955135674
5648,215567.77768513653
3014,232567.90918787988
2184,189749.13695811896
9189,270445.5063779906
14884,209912.2740710444
10333,170806.33509684
15896,133127.4310245996
13269,153915.9498216618
8603,230807.71548565666
15087,186100.02092363802
4344,191809.96689914758
7981,81848.14141074286
10908,230233.04530117722
6190,158115.12025229944
11742,205210.49438398913
9224,143647.34436374117
14667,190096.3822913649
458,192916.2618755943
2464,337811.6881304921
12320,241977.67597432068
278,199708.15021934305
2912,210321.43149088562
6698,198558.83604075643
4510,118127.50563542983
4183,195992.08417241287
5551,246104.90104053207
12187,164414.89925800049
7948,222483.38175381467
10808,180058.87939122555
12432,184914.56929591356
5356,169288.27554849684
8984,542235.1336094574
9203,191638.70644436582
15412,90318.79855039525
12041,143588.95317017505
7644,289162.6257404527
7071,219195.5923423963
10685,170112.7854916801
6763,205664.94534946486
940,138766.8473560166
14959,203481.70138186248
1338,163130.58146064155
5351,126327.81468470317
6524,198351.93820085522
12516,149995.23876077076
3288,271850.2605062067
3146,227974.4451132241
3954,185569.8076825455
11955,163837.6754041284
1211,207820.2965348447
15668,184310.85625929257
1320,91042.45142532539
9108,174070.58188995
16482,257197.02053622506
5017,154023.96112253462
8290,203380.3700257736
4304,387611.3649855517
1930,199399.82943522703
12530,170223.7228626707
11295,346083.96643685835
3002,147426.13866517585
15483,153223.28809056076
11525,183026.50795578826
13978,129972.95293531037
4885,142332.09102032427
8325,171253.50619139484
3630,137043.2877055502
9165,186492.3459325856
13945,236390.74585442792
10663,190570.57291170306
14803,182387.97337163985
7621,165574.14331144947
8205,239614.28933983162
10387,199572.887554795
5457,140670.92621361677
10234,343343.3205392147
6251,167405.29077562204
701,260512.59623329333
7930,180754.404490733
15028,157478.40006529374
12172,70734.93947533505
5805,190388.5872430684
7411,300860.44630497036
14806,187740.14392491474
7890,163192.32250223428
10440,156399.66714684365
14926,164837.34481733493
5381,165634.77878288846
3800,391188.7869754456
10511,239928.63820407956
9324,237209.68542659056
3313,219048.41215829147
7351,157112.54481450305
8459,188498.7577573845
9957,120023.24346814884
12024,185936.3632860105
4380,256207.81845835748
5042,165702.24896006327
13289,148006.2120100475
13407,354757.3114279114
13258,152702.62610048804
15993,271085.1387312802
12525,184181.07114458448
4062,285251.80627634795
12065,247302.02295013546
8227,174330.6606008259
11333,161953.43941247126
2867,132262.7656680224
3319,280014.01033159916
3523,340327.6477699465
7055,201118.44050181512
14930,178724.4840639124
3444,130787.7732626406
2940,313450.11986295367
6935,341199.8829516784
16116,407033.969106339
13370,228014.36073257442
6103,216731.64465935747
7446,178293.4315477335
1859,174376.57447620176
4079,179412.55737201855
3228,165831.84136157815
9665,160778.09540428963
15957,342902.6780873303
11533,96970.8426703478
2314,128919.02816518441
4096,192610.2212875946
13437,190105.34015367535
5980,216779.05348217703
2008,192986.45959068622
6754,196877.56329402278
4129,162825.36765918942
14557,296967.24151180533
7096,350640.2783095024
14297,257018.46223042556
3967,222605.07423715945
16485,124533.97526167495
13075,315387.9132152402
14289,188072.18539411732
10988,163463.23278382368
3230,131540.6136724991
13250,188944.20667569357
2559,202886.77675204742
7739,378659.24417262693
7213,163911.73991813234
6639,228482.47147948513
3164,302805.7582496139
15207,163707.66988422294
5113,197886.4009197985
3929,160907.75923346146
14493,255501.55144814352
11110,167462.77955074428
2033,200416.1491280026
16057,196258.766027091
16709,241554.91310462178
14313,150431.64675199235
1028,294243.0913858279
7187,92265.205756925
3738,299109.9743540445
9869,308130.07657937106
12644,192630.000528873
3686,113089.29710364605
9196,267176.0538125244
12326,204316.76577941643
4936,220976.63273303318
13314,163077.6475699289
9857,327888.7748784831
519,191921.07006566794
8410,176773.45396779245
1720,174704.14137587405
10341,239452.07903827267
14415,177218.6215663836
10613,294633.0251539246
8027,222370.29396547363
15539,265455.546861525
7431,268583.6765860124
1370,149991.21294397235
12708,146646.68639647347
2250,217488.86437861947
14758,134493.28428013733
8525,387097.6035943778
1538,277355.30998794554
1142,160752.98465130533
1152,246371.76631334063
9802,188868.00650062118
3331,325603.1216724582
15203,178287.13625581047
4247,181214.37894729272
1976,437150.30963562825
2346,180828.96275412705
10078,242230.15312664886
1938,207287.11251208672
7819,176062.08477416149
2168,251796.54937822936
15634,227731.01033918423
8465,227589.45710272578
9313,155439.804619064
6539,132792.78376658697
6325,115403.93333508923
13442,275297.6942615777
9967,172585.38951746273
7893,232183.1372232494
2861,193838.40124546614
11031,304423.97708211566
15073,124642.71470376976
13837,169588.57994333367
2524,259941.30760705256
8617,210389.33040601423
13513,194775.90653946914
3081,348974.8401093787
10675,363803.9817170597
1907,67514.35014153324
4872,240752.80858706278
16274,429673.94425797445
11837,244552.0429248684
16577,195063.0874547152
5231,360288.6113337824
11315,236552.01260234835
273,204942.90912456615
8363,228683.35071290875
4255,209103.02861323167
16330,226185.4882304833
11528,177773.07124794828
14799,248045.78632618318
1611,272703.4815354783
9234,163052.06106494484
1633,115076.41355965659
6791,204939.1430106885
11567,367906.9337478872
3070,210029.65339195033
12094,248077.2498361934
14335,301166.5301156069
137,165359.4275526833
7182,159136.581705524
11718,178870.42080885952
5194,83251.54090817575
97,323205.72619457974
5118,419375.26728776115
13920,305045.68849493924
9952,186683.0404550289
15337,214095.86994873683
10243,210232.50208768444
4048,418958.6546699149
171,172415.10269161407
11378,146246.91645231392
14190,179533.77004385818
15265,133985.9385754289
2740,129983.22351202284
5573,323209.14660439285
4481,201212.78882645522
2631,149469.85873896384
4984,244110.40922412917
16466,195315.54635899866
16716,125780.01181728927
15325,187665.07372581642
10115,173154.89794629518
117,548052.0514343369
5476,93499.26939561313
11757,172382.1539333639
12359,120195.88429847233
15546,187775.22335118815
8133,163687.54711661904
9018,423009.37197652814
2075,157525.5565840975
11170,307627.97799133195
15733,207142.6444134606
9280,153969.01193886565
10734,342435.35485956847
14071,154848.49098257293
7373,233751.32172985192
14736,189049.67528982324
3458,108860.6787183528
6183,171877.42997903304
7825,226348.93166644586
16775,163236.34485992393
5717,180324.4100063356
12397,144069.57871959938
8189,513207.5802589577
4423,208051.89380833
3994,130234.76960749768
10342,188200.8298001219
10051,189687.37132635014
9453,141529.28169035286
12593,516525.23430322274
1274,75575.27614332087
6933,335883.3882348709
1761,144546.38303102416
7157,368107.24923620775
15169,151995.21073145553
6792,325966.3540123089
13830,178686.42253042557
7240,202802.940642573
3051,278289.4627358833
6550,112156.38380584102
4603,208045.35072603772
5729,174967.9163610935
13473,313565.0411508355
15104,139970.81265690766
6599,468300.54736849264
2216,254800.54528194896
8721,316483.8728671444
3645,211426.01369676
8664,200784.75030153617
11001,211417.36921332686
753,164918.4017650955
8129,210632.6863210592
15235,186754.61106721786
3359,216470.90776366676
10424,209989.87212553274
10226,216812.25901765548
9252,180297.61137192557
3008,245869.46258928732
5849,162796.6753965001
8494,169232.8411134813
6764,118045.78513953164
12445,316913.25766819617
11716,183163.50867325216
4508,116162.52604977493
5669,198852.49376917948
11427,126637.86994069518
11065,177227.89505483897
8910,207580.31788305586
16401,311729.94218200026
11913,148510.10899302145
6221,191532.1435734429
10839,189470.6887612556
2809,208720.37964041342
13311,163616.10947474977
6866,193127.83402561865
6019,168246.83458573083
3024,161080.93912561008
1391,252800.3310811717
15904,245146.76439995933
15858,319520.31588534336
9911,253093.5524473752
16579,193802.1568488621
4394,274161.46745604766
1468,446407.2191233917
12965,155611.42330989108
2249,196983.75292362555
14384,158382.7751237594
13040,125516.34650684943
8872,140204.43734371156
12864,245531.08393886368
15712,182366.19689525984
14049,188621.6786285651
1840,94916.35020600529
12019,168303.65345592974
8948,154118.1707279159
15154,220670.748991394
6943,142995.9044010585
12564,373500.1675162616
12766,171793.75740274612
7255,234990.38963847657
7962,151725.32435735557
709,146724.50491335517
4634,143915.8808682065
889,226578.24324491306
4774,120161.33063968565
13890,165210.20677570227
15431,147666.05241709892
8726,359102.2904226122
10373,144062.1970392456
6413,196584.96285134027
9761,142830.33060955498
15864,211845.91452919194
6147,145231.43779952408
3384,202218.2018926819
320,296877.34170136275
8006,172911.62077733115
14395,180463.674945929
14976,108338.88352696413
12185,207794.11057620778
4779,123347.63039827146
8551,155255.77243913605
9025,309006.6458075407
10616,225514.46086729656
7475,117237.70741386962
6341,330838.4208584216
14163,145697.9000123097
2211,183786.18965545288
10532,284555.8331596746
14338,145383.89148719277
831,177976.02900608588
3382,157899.71417284675
9209,272380.06371689826
7188,229192.5599714687
7197,213426.05733610093
11270,196922.93348673556
15918,104809.4332083337
6937,461326.07988685975
6178,188294.1538323963
10668,93297.33261103221
1413,292354.2582073352
6884,344948.88176365127
8266,198288.1607761012
14019,208315.86742585473
16764,154811.53425124384
15306,170042.68173646508
3740,222208.87089972652
5298,170753.08312383652
8319,188450.2640741613
4229,182974.55452812123
13429,192650.7460841291
1753,402966.8573751337
860,280657.12382718286
14219,144675.9889068574
12113,195329.7044242268
11309,122907.85737792091
9930,206834.61184638695
10570,192750.23153479936
2839,141890.12865516826
6699,113104.89819423074
16647,121301.73427458707
5325,230618.68571158234
13733,164235.45660384448
7818,316897.77940207743
12505,207011.1563645634
9489,203579.50786140573
10106,197375.48177947357
7864,213393.81932445854
5134,272827.5992947218
11859,167741.5219291759
7440,340174.29287366034
1525,311868.00954840746
7339,187482.31665710756
8,326099.28583283944
3248,108978.85803948945
8995,210332.8455044893
15178,66599.30519581775
8594,158678.98011110962
15770,239716.32448553664
15859,362926.1391395085
1735,299022.6754062207
11410,502530.84667773923
16397,162030.29026777443
3572,142990.55817746744
5501,114345.05627440152
969,168630.468632513
6977,406327.1222213879
1233,185556.54900531573
4258,175379.26627667868
90,359063.8900101166
16650,169254.3919828597
197,114912.06858206665
12514,258578.40113635472
4367,181167.81391424823
3199,201297.41259558257
5600,206032.79810715994
11641,213970.70865358066
14609,117368.48522770216
12775,145358.45794519465
14240,183072.19107312788
7933,185118.60375553265
6945,309922.2712019524
14006,194489.12024092916
6320,253710.10481776652
12061,183209.27246578684
16369,205139.82141590235
16354,349051.8394494976
3970,320140.25311502913
1048,199500.80336472375
3639,209752.93057777107
14448,225466.84952191438
2812,389124.0092482748
3932,147280.53250056953
14875,318899.656766279
8883,109077.10076501798
7622,320510.4523295407
7252,124631.40915690895
9751,177894.25859227436
2378,195143.63727634435
6816,232430.24223666143
15358,202280.64120367233
7843,173773.05553569517
10448,344833.2606160036
7840,317070.462649574
8880,235765.3440923787
12551,356107.3084369197
15470,189278.59376781952
16207,180033.82576916082
12123,116701.86767979561
15247,337370.6183029184
7481,213135.2136596821
16171,350805.3026798881
7461,325666.09499042504
902,299500.4128624353
13094,151860.69607386814
11584,251609.92997141404
4462,196499.3430726683
15576,150753.72620792175
16606,234282.0589112176
5427,325528.59904139594
7725,117238.51403351383
5409,169860.68673750313
12579,133078.63663013966
12013,238062.47888796745
11321,184513.80090286775
9932,135206.78845918662
591,152790.67709017126
10357,203456.3355697741
3336,235190.96291719077
13,210977.94409524195
4809,203165.68338571474
7555,175187.44696260834
15172,338569.4055598932
6989,168000.7868315999
4707,194377.67127489726
2046,247219.60332638875
6495,91375.60538848981
3873,178462.94586936102
7061,199588.62752011983
12112,203647.63492476044
8917,306160.41689529625
7735,161527.3152577595
16442,210924.89428105624
4244,169948.57395767793
3747,196329.6573311028
11086,183830.47223144217
10080,205203.67020995574
15057,259501.25088398394
1331,181371.98319781938
8891,154894.07687733046
13411,219615.53062842911
16730,240931.66168366515
2267,181763.96609169582
3022,197837.99461152457
11190,210232.50208768444
11857,178622.22253171602
9318,178878.41713444283
16512,202740.4756662614
2053,193557.14992595286
13707,124866.3227414628
12143,180220.98696330507
14080,169380.9426033848
6130,190622.688320735
7936,71018.14079356512
10101,171127.31827793818
5663,197508.64282026378
14811,117316.28324596051
1366,179540.9067446627
908,212089.00508164507
2953,118767.80863087681
14629,141908.38063292537
15096,424405.3050777225
2115,195733.86334019955
11770,165901.83401584232
12701,181837.4336942335
14584,130903.73903604358
1893,408840.37662460294
9501,462689.95509287226
2138,128899.33454090742
9346,213570.41452908018
15960,404680.89737022703
8230,157372.20826681767
13843,206125.63966962308
13810,251604.4672708379
15650,180984.72815310233
9974,135730.03177885403
12200,204051.4183053589
538,240809.37783836952
5334,139742.46508135303
14823,127270.82186897165
4817,159353.79999647068
9041,208021.0214443426
4359,273048.512340832
4852,241381.06195753888
10141,129971.74823028095
1503,211697.80064025868
16256,418932.1280123847
683,118464.00999270983
14382,199145.76469712035
7248,224739.77849456173
1200,167261.7485299273
3563,185740.48922404725
3681,393065.73325693514
3053,255929.57733257982
4099,213855.0862284167
807,124475.88128423545
4658,300875.9118186044
3535,172189.19681003096
12548,147119.07758802926
10488,204898.14404874123
5851,160987.46006970556
13736,204713.81874832604
875,160738.60823527517
14449,156735.06321770544
3958,365475.1123638768
10727,195872.08067887294
11296,139500.63742150387
13646,266237.7412947839
9599,190873.02247678346
7135,328502.7865166618
5943,313919.29151894414
2695,265984.63987281505
6766,230169.2732621822
5630,179101.6772872202
13586,203139.71332981045
3507,426913.8100201809
10014,140668.7856208675
459,294990.70911084366
3582,228370.4627174238
8560,267402.8546208189
3372,171573.39157803185
13109,245444.17230651077
8160,224794.97662469925
10706,243231.26193667922
9104,327204.1112991964
2870,217103.76235636193
13712,182898.077701752
13924,133608.26807306468
798,226139.4241674302
9750,438321.7177716305
16248,383034.62564839976
